PLUGIN	QUEST	NPCID	SPEAKER	VOICE TYPE	TYPE	TOPIC	RESPONSE INDEX	FILENAME	TOPIC TEXT	PROMPT	RESPONSE TEXT	EMOTION	SCRIPT NOTES
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		1	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B4E_1.ogg	I prefer the wasteland, to be honest.		You aren't going to ramble on about the virtues of life out in the wastes, are you? It's a desert, you do realize?	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		2	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B4E_2.ogg	I prefer the wasteland, to be honest.		A radioactive desert where humans subsist in a barbaric state? Difficult to glorify convincingly. They are, however, aptly named.	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		3	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B4E_3.ogg	I prefer the wasteland, to be honest.		For that's what you'd be out there - wasted. Here on the Strip, your talents can be put to use.	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		2	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B4F_2.ogg	Why the VIP treatment? I'm just a courier.		Oh, don't be coy. You've been playing a high-stakes game ever since Victor dug you out of the ground. Don't be afraid to admit it.	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		1	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueMrHouse_GREETING_00116B50_1.ogg	GREETING		This meeting has been a long time coming, hasn't it? You've come a long ways, literally and, I suspect, figuratively as well.	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		2	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueMrHouse_GREETING_00116B50_2.ogg	GREETING		I have to ask - now that you've reached your destination, what do you make of what you see?	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		3	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B54_3.ogg	A city devoted to vice and sin - what's not to love?		Oh, come now - don't play the fool. Vegas has fools enough, a superfluity of them. They're what makes it so profitable.	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		1	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B54_1.ogg	A city devoted to vice and sin - what's not to love?		They come to Vegas chasing penny-ante dreams of high-living, to feel like they're big shots, like they're winners.	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		2	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B54_2.ogg	A city devoted to vice and sin - what's not to love?		You see that you and I are of a different stripe, don't you? We don't have to dream that we're important. We are.	Neutral 50
FalloutNV.esm	VDialogueMrHouse "Mr. House's Dialogue" 	MrHouse "Mr. House" 		CreatureUniqueMrHouse	Topic		1	Data\Sound\Voice\FalloutNV.esm\CreatureUniqueMrHouse\VDialogueM_VDialogueMrHous_00116B55_1.ogg	Can we get down to business?		The business is this. One of my employees has stolen an item of extraordinary value from me, and I want it recovered.	Neutral 50
